ID,Language,Lemma,Lemma_en,POS,Definition,Definition_en,Example,Example_en,HurtLex_category,HurtLex_category_full,Definition_ID
BG1516,Bulgarian,развратност,depravity,noun,"Качество на развратен; поквара, безнравственост.","Quality of depravity; corruption, immorality.","[И това, за което всички знаят, е само малка част от дивата развратност и морален упадък, които всъщност се случват.;Да дойдете тука и да ми дрънкате за развратността на баща ми и за някаква стара кавга между него и вашия баща, да ми блеете за измислени мои пиратски деяния и личния ми начин на живот като основателна причина да не мога да се оженя за сестра ви, докато истинското съображение, което имате на ум, истинският подтик за вашата враждебност не е нищо друго, освен въпроса за няколко жалки лири годишен доход, който ви преча да си присвоите!;Вашата развратност стига до там, че да придавате на Бога на Библията качества според човешки норми, категории и стандарти.;Отделно на цялата тая развратност и разгулност, ще организираме сбирка на летището, където ще можем да си измерим комплексите и размерите на фалосите. Изключително много държа да карате пияни, инак няма да се гоня с вас!]","[And what everyone knows is only a small part of the wild debauchery and moral decay that are actually happening.;To come here and babble to me about my father's debauchery and some old quarrel between him and your father, to bleat to me about my invented piratical deeds and my personal lifestyle as a valid reason why I cannot marry your sister, while the real consideration you have in mind, the true motive for your hostility, is nothing other than the issue of a few miserable lira of annual income that I prevent you from appropriating!;Your debauchery goes so far as to attribute to the God of the Bible qualities according to human norms, categories, and standards.;Apart from all this debauchery and revelry, we will organize a gathering at the airport where we can measure our complexes and the sizes of our phalluses. I insist that you drive drunk, otherwise I won’t chase you!]",svp,words_related_to_the_seven_deadly_sins_of_the_Christian_tradition,919
BG1047,Bulgarian,развъдник,breeding,noun,"Място, благоприятно за размножаване в голямо количество и за обитаване на насекоми, влечуги, земноводни и под.","A place favorable for the reproduction in large numbers and habitation of insects, reptiles, amphibians, etc.","[Станахме развъдник на простотия.;Това училищата са най-големия развъдник на тези вируси, но понеже някой е свикнал друг да му гледа детето, всички трябва да страдаме.;В момента, в който позволим на тези гестаповци да определят кой може и какво може да се говори в университетите, висшите ни училища ще станат буквално развъдници на въпросните политически сили, което е всичко друго, но не и демократично.;Понеже нямат сили (въображение, късмет, помощ свише – anything) да избягат от този ""развъдник за живуркане"", те могат само все повече да затъват в него.]","[We have become a breeding ground for stupidity.; Schools are the biggest breeding ground for these viruses, but since someone is used to others looking after their child, we all have to suffer.; The moment we allow these Gestapo agents to decide who can speak and what can be said in universities, our higher education institutions will literally become breeding grounds for these political forces, which is anything but democratic.; Since they lack the strength (imagination, luck, divine help – anything) to escape this ""breeding ground for freeloading,"" they can only sink deeper into it.]",qas,with_potential_negative_connotations,920
BG1995,Bulgarian,размирник,troublemaker,noun,"Остар. Немирник; палавник, непослушник.","Ostar. Troublemaker; rascal, disobedient child.","[Развратен размирник с, говори се, дълга поредица завоевания и от двата пола, пияница, гуляйджия, наркоман, всичко това допринася към подчертано не-добрата му репутация.;Само че, кой би търпял такъв вироглав размирник .;Мартин беше размирник по рождение, разглезен и егоист.;""Вук и Нада. Твърдоглавите приятели"" показва на двете деца как е възможно да се скарат двама най-добри приятели. Главните размирници са баща им и съседът Влада.]","A depraved troublemaker, rumored to have a long string of conquests from both sexes, a drunkard, a reveler, a drug addict—all of this contributes to his distinctly poor reputation. But who would tolerate such a stubborn troublemaker? Martin was a troublemaker by birth, spoiled and selfish. ""Vuk and Nada. The Stubborn Friends"" shows the two children how it is possible for two best friends to quarrel. The main troublemakers are their father and the neighbor Vlada.",re,felonies_and_words_related_to_crime_and_immoral_behavior,921
BG1152,Bulgarian,ратай,laborer,noun,"Човек, който е нает срещу заплащане да служи някому в домашна, полска или друга работа.","A person who is hired for payment to serve someone in domestic, field, or other work.","[Тя имаше дете от Виктор Льокок, прост ратай в чифлика на родителите й, изгонен заради тази негова постъпка.;Характерното за олинклузив индустрията е, че превръща хиляди българчета в ратаи на минимална заплата, като в същия момент убива дребния и средния бизнес, ресторанти, семейни хотели, къщи за гости.;Интересното е, че евентуалният премиер от ИТН Петър Илиев е ""ратай"" в ложата на бившия главен прокурор Сотир Цацаров.;Това, че с влизането в ЕС народите на източна Европа, най- вече българите, станаха ратаи на западните господари и капиталисти, е факт.;Ако израелска фирма купи предприятието, знаете ли какво означава това? Те ще изхранват Европа. Ние ще сме ратаи. А останалите земевладелци ще са зависими от водата.]","[She had a child by Victor Lecoq, a simple farmhand in her parents' estate, expelled because of this act of his.;What is characteristic of the all-inclusive industry is that it turns thousands of Bulgarian children into farmhands on minimum wage, while at the same time killing small and medium businesses, restaurants, family hotels, guest houses.;Interestingly, the potential prime minister from ITN, Petar Iliev, is a ""farmhand"" in the lodge of the former chief prosecutor Sotir Tsatsarov.;The fact that with the entry into the EU the peoples of Eastern Europe, especially the Bulgarians, became farmhands to the Western masters and capitalists, is a fact.;If an Israeli company buys the enterprise, do you know what that means? They will feed Europe. We will be farmhands. And the other landowners will be dependent on the water.]",is,words_related_to_social_and_economic_disadvantage,922
BG1295,Bulgarian,реакционер,reactionary,noun,Човек с назадничави и противонаучни убеждения.,A person with backward and unscientific beliefs.,"[Жалко, че един проникновен изследовател на комунизма говори като перестройчик, превърнал се след личното си и лично перестройство в реакционер!;В зората на пандемията можем да бъдем сигурни, че фашисти и реакционери ще се стремят да мобилизират отряди за (расова, национална, икономическа) чистота, пречистване, паразитизъм и замърсяване, за да наложат своите дългоподхранвани мечти върху реалността.;""Конфликтът със Запада превърна Путин в реакционер"", смята журналистът Георгий Бовт.]","[It's a pity that a perceptive researcher of communism speaks like a perestroika supporter who, after his personal and private perestroika, has become a reactionary!; At the dawn of the pandemic, we can be sure that fascists and reactionaries will seek to mobilize squads for (racial, national, economic) purity, cleansing, parasitism, and pollution, to impose their long-nurtured dreams on reality.; ""The conflict with the West turned Putin into a reactionary,"" believes journalist Georgiy Bovt.]",pa,professions_and_occupations,923
BG1580,Bulgarian,ревнив,envious,adj,"Който завижда на успехите на другите, болезнено желаейки да бъде над тях.","He who envies the successes of others, painfully wishing to be above them.","[Импулсивен, емоционално нестабилен, ревнив психопат е извършил убийството в Русе.;Тя е неуравновесена, ревнива кучка.;Емилия е злобна, ревнива и завистлива.]","[An impulsive, emotionally unstable, jealous psychopath committed the murder in Ruse.; She is an unbalanced, jealous bitch.; Emilia is malicious, jealous, and envious.]",qas,with_potential_negative_connotations,924
BG2408,Bulgarian,ренегат,renegade,noun,"Човек, който е изменил убежденията си, отрекъл се е от политическите си възгледи и е преминал на страната на противника.","A person who has changed their beliefs, renounced their political views, and joined the enemy's side.","[Николай Джагаров: Нинова е политически ренегат и няма да бъде избрана за председател на БСП. ;Искаш да кажеш, че щом като ти си един обществен ренегат, нормите не важат за теб? – той задаваше въпросите си иронично, в контраст на нейният спокоен изказ.;От дърти ренегати, мутри, бивши ДС-та и комсомолци няма какво друго да чакаме.]","[Nikolay Dzhagarov: Ninova is a political renegade and will not be elected as chairman of the BSP.; You mean to say that since you are a social renegade, the rules don't apply to you? – he asked his questions ironically, in contrast to her calm speech.; From old renegades, thugs, former State Security agents, and Komsomol members, there is nothing else to expect.]",is,words_related_to_social_and_economic_disadvantage,925
BG426,Bulgarian,рогоносец,cuckold,noun,"Мъж, чиято жена му изневерява.",A man whose wife is cheating on him.,"[Рогоносец спипа на калъп жена си и кмета на Ветрен и ги пусна на живо във Фейсбук.;И двете групи получиха подкрепа – от една страна, придружителите на разгневения рогоносец, от друга, художникът Женер Аугусто, който си хапеше устните от ярост, и търговският пътник, чиято предпазливост го бе принудила да изостави партньорката си в танците, докато непознатото момиче беше направило онова, което той трябваше да направи.;Палавата Богданска и отмъстителният рогоносец , в когото отново се прави на влюбена, едва ли ще останат заедно след формата, но важното е в къщата мир да има.]","[A cuckold caught his wife and the mayor of Vetren red-handed and streamed them live on Facebook.; Both groups received support – on one side, the companions of the enraged cuckold, on the other, the artist Zhener Augusto, who was biting his lips in fury, and the traveling salesman, whose caution had forced him to abandon his dance partner, while the unknown girl had done what he should have done.; The naughty Bogdanska and the vengeful cuckold, who is once again pretending to be in love, will hardly stay together after the show, but the important thing is that there is peace in the house.]",cds,derogatory_words,926
BG2423,Bulgarian,ромски,romani,adj,"Който е на или е характерен за роми, цигани, свързан е с тях, с културата или езика им.","That which is of or characteristic of Roma, Gypsies, related to them, their culture, or their language.","[Явно и там хората страдат от ромски номера.;Какъв е този ромски манталитет у Вас, господине? Прилича ли Ви такъв изказ?]","[Apparently, people there also suffer from Roma tricks.; What is this Roma mentality you have, sir? Does such an expression suit you?]",ps,negative_stereotypes_ethnic_slurs,927
BG2138,Bulgarian,ряпа да яде,rube,noun,"Разг. Употребява се за изразяване на пренебрежително отношение към някого или нещо, за означаване, че някой (нещо) е твърде незначителен пред друг, от когото се възхищаваме.","Colloq. Used to express a contemptuous attitude towards someone or something, to indicate that someone (something) is too insignificant compared to another, whom we admire.","[Благоевградска общинарка нажежи страстите до червено с палава снимка, Моника Белучи ряпа да яде!;В САЩ цари тотална цензура, Сталин ряпа да яде.;За сметка на това пък по Трактора, Серьожа, Костов, Царя, и общо-взето всички останали политици (без Доган) се лее такава помия, че Бай-Ганьовия вестник ""Народно величие"" ряпа да яде.]","[A municipal councilor from Blagoevgrad heated passions to the red with a naughty photo, Monica Bellucci has nothing on her!; In the USA there is total censorship, Stalin has nothing on it.; On the other hand, on Traktor, Seryozha, Kostov, the Tsar, and basically all other politicians (except Dogan), such filth is poured that the Bay-Ganyo newspaper ""National Greatness"" has nothing on it.]",or,plants,928
BG721,Bulgarian,самодоволство,complacency,noun,"Душевно състояние на човек, който е изпълнен с доволство от себе си.",The mental state of a person who is filled with self-satisfaction.,"[Сега откри, че все пак не скърца със зъби от погледите на ""развратните дъртаци"". Когато усещаше възхищението или направо разпалената им похот, не отвръщаше с неприязън, а се изпълваше със самодоволство.;Руският ад, който според него само един руснак е в състояние да разбере, е все пак за предпочитане пред руското самодоволство.;Твоята суета и самодоволство те погубиха, изчадие такова. Истинският шлем винаги е със забрало.]","[Now he discovered that he did not actually grind his teeth at the looks of the ""depraved old men."" When he sensed their admiration or outright burning lust, he did not respond with dislike, but was filled with self-satisfaction.;The Russian hell, which according to him only a Russian can understand, is still preferable to Russian self-satisfaction.;Your vanity and self-satisfaction have destroyed you, you wretch. The true helmet always has a visor.]",qas,with_potential_negative_connotations,929
BG68,Bulgarian,самолюбие,pride,noun,"Силно проявено чувство на чест, което не позволява да се понасят обиди и оскърбления.",A strongly manifested sense of honor that does not tolerate insults and offenses.,"[Консуматорските реклами ни промиват мозъците в индивидуалистично и егоистично самолюбие.;Да пренебрегна детинското самолюбие и да му кажа да си завре ревизията отзад.;С изящен дърварски хумор и мутрафонски слог, набъбнал от самолюбие , велемощен, обкичен с инсигниите и регалиите на властта. Ехидничък такъв. Лукав.;Ахил е наказан чрез смъртта на своя приятел Патрокъл за прекомерното си самолюбие и честолюбие, което го кара да постави въпроса за даровете, които получава във войната, по-високо от интересите на войската и колектива, по-високо от общото благо.;О, окаянство! О, слепота! О, мръсно самолюбие ! О, нелюбов към Бога и ближния! Та нали в лицето на ближния е Бог - а нас ни се свиди да дадем на Самия Бог от Неговите дарове!]","[Consumer advertisements brainwash us into individualistic and selfish vanity.; To disregard childish vanity and tell it to shove the audit up its backside.; With exquisite lumberjack humor and a thug-like style, swollen with vanity, mighty, adorned with the insignia and regalia of power. A sardonic one. Cunning.; Achilles is punished through the death of his friend Patroclus for his excessive vanity and ambition, which leads him to place the question of the gifts he receives in war above the interests of the army and the collective, above the common good.; Oh, wretchedness! Oh, blindness! Oh, filthy vanity! Oh, lack of love for God and neighbor! For in the face of the neighbor is God – and we begrudge giving to God Himself from His own gifts!]",cds,derogatory_words,930
BG2117,Bulgarian,самомнителен,contemptuous,adj,Който показва или проявява презрително или пренебрежително отношение към хората.,Someone who shows or displays a contemptuous or dismissive attitude towards people.,"[Как иначе да се обясни мълчанието между тези шестстотин души, надути, намръщени, недоверчиви, сякаш изпълнени със самомнително презрение един към друг.;Джефри Чосър в ""Кентърбърийски разкази"" е оставил един забележителен образ на горделивия и самомнителен петел Шантиклер.;Просто трагичен, самовлюбен, самомнителен чичко. Да. Такава е цялата Църква през вековете.;Този самомнителен мухльо ще си изприкаже и червата.]","[How else can one explain the silence among these six hundred people, puffed up, frowning, distrustful, as if filled with arrogant contempt for one another.; Geoffrey Chaucer in ""The Canterbury Tales"" left a remarkable image of the proud and arrogant rooster Chanticleer.; Simply tragic, self-loving, arrogant uncle. Yes. That is the whole Church through the centuries.; This arrogant weakling will even spill his guts.]",cds,derogatory_words,931
BG532,Bulgarian,самомнителност,contemptuousness,noun,Презрително или пренебрежително отношение към другите.,Contemptuous or dismissive attitude towards others.,"[Оплакват се от неговата самомнителност, а всъщност допринасят за нея.;Те въплъщават черти, които тя усеща в себе си и които я отвращават – изначална подлост, самомнителност, малодушие и нечестност на дребно.]","[They complain about his arrogance, but in fact contribute to it.; They embody traits that she senses in herself and that disgust her – inherent baseness, arrogance, cowardice, and petty dishonesty.]",cds,derogatory_words,932
BG550,Bulgarian,самонадеяност,overconfidence,noun,"Голяма или прекалена вяра в собствените сили, възможности и други.","Great or excessive faith in one's own abilities, capabilities, and others.",[Подвела го била генералската самонадеяност и т. н.;С луда самонадеяност и осъдителна дързост те са си присвоили правото да коментират въпросната привилегия.;В този случай се касае за престъпна самонадеяност.],"[He was let down by the general's overconfidence, etc.; With reckless overconfidence and condemnable audacity, they have arrogated to themselves the right to comment on the said privilege.; In this case, it is a matter of criminal overconfidence.]",cds,derogatory_words,933
BG442,Bulgarian,самохвален,boastful,adj,Който обича да хвали сам себе си.,He who loves to praise himself.,"[Един самохвален писател нападна едно кротко ТВ шоу, докато масовата аудитория следеше други грозни скандали. ;В интервю за списанието тя казва: ""Не харесвам самохвални и егоцентрични мъже."";Много се ядосах, затова зарязах самохвалните му глупости и се зачетох в съветите на човек с никнейм Oracle.;Защо толкова много гласоподаватели от работническата класа избраха егоистичен, обидчив, капризен, лъжещ, нарцистичен, самохвален мегаломан за президент?]","[A boastful writer attacked a quiet TV show while the mass audience was following other ugly scandals. ;In an interview for the magazine, she says: ""I don't like boastful and egocentric men."";I got very angry, so I abandoned his boastful nonsense and started reading the advice of a person with the nickname Oracle.;Why did so many working-class voters choose a selfish, touchy, capricious, lying, narcissistic, boastful megalomaniac for president?]",cds,derogatory_words,934
BG445,Bulgarian,самохвалко,braggart,noun,"Човек, който обича да се хвали.",A person who loves to brag.,"[Никола Гешев е живял скромно, возил се е с трамвай, но е бил и голям самохвалко, обяснява сценаристът.;Мнозина, вбесени от малкия самохвалко , решават ""да му дадат урок"" с фразите ""Глупав си"", ""Не те бива за нищо"" и пр.;Аз се борих и бях определян като алчен тип от издателите и като нагъл егоцентрик и самохвалко от колегите си.]","[Nikola Geshev lived modestly, rode the tram, but was also a big braggart, explains the screenwriter.; Many, angered by the little braggart, decided ""to teach him a lesson"" with phrases like ""You're stupid,"" ""You're good for nothing,"" and the like.; I fought and was labeled a greedy type by the publishers and as an arrogant egocentric and braggart by my colleagues.]",cds,derogatory_words,935
BG542,Bulgarian,самохвалство,boastfulness,noun,Прекалено хвалене на самия себе си.,Excessive self-praise.,[Стефан Воденичаров: Властта е превърната в политическо самохвалство.],[Stefan Vodenicharov: Power has been turned into political boasting.],cds,derogatory_words,936
BG401,Bulgarian,свиня,pig,noun,"прен. Мръсен, гаден или много дебел човек.","fig. A dirty, nasty, or very fat person.","[Ако бях сама, сигурно щях да й се нахвърля на тази гадна свиня.;Мръсна свиня, аз ти давам заплата, а ти не чистиш и не готвиш, както трябва!;Да се набие на кол в гъза, умри мръсна свиня!;Пич, щом толкова много уважаваш свинята, защо в последното изречение си написал името му с малка буква?]","[If I were alone, I would probably have attacked that nasty pig.;Dirty pig, I pay you a salary, and you neither clean nor cook properly!;Go stick a stake up your ass, die dirty pig!;Dude, if you respect the pig so much, why did you write his name with a lowercase letter in the last sentence?]",an,animals,937
BG1146,Bulgarian,сводник,pimp,noun,"Лице, което се явява посредник между проститутка и нейните клиенти и печели процент от заработените от проститутката пари.",A person who acts as an intermediary between a prostitute and her clients and earns a percentage of the money earned by the prostitute.,"[Той не ти е гадже, а сводник! Как не го виждаш!?]","[He’s not your boyfriend, he’s a pimp! How can you not see that!?]",pr,words_related_to_prostitution,938
BG1696,Bulgarian,селяк,boor,noun,"Див, жесток, изостанал, нецивилизован човек.","A wild, cruel, backward, uncivilized person.","[В северна Гърция, около Кавала, Керамоти, Тасос са готините места, с минимално количество селяци.;Който и да дойде след банкянския селяк, ще е в пъти по-добре, само да не е чалгаря, че са на един кантар.]","In northern Greece, around Kavala, Keramoti, Thassos are the cool places, with a minimal number of country bumpkins; whoever comes after the bumpkin from Bankya will be much better, as long as it's not the chalga singer, because they're on the same level.",ps,negative_stereotypes_ethnic_slurs,939
BG1696,Bulgarian,селяк,peasant,noun,"Див, жесток, изостанал, нецивилизован човек.","A wild, cruel, backward, uncivilized person.","[Бодуров, че е селяк е селяк!;Ей, ямболски селяк, ти нямаш думата. Паси си спокойно овцете на село и не разсъждавай на глас, малоумник.]","[Bodurov is a peasant, he is a peasant! Hey, Yambol peasant, you have no say. Just peacefully herd your sheep in the village and don’t think out loud, idiot.]",cds,derogatory_words,940
BG1698,Bulgarian,селяндур,boor,noun,"Див, жесток, изостанал, нецивилизован човек.","A wild, cruel, backward, uncivilized person.","[Едно е да си народен човек, съвсем друго е да си селяндур, но явно Глория си пада по такъв тип мъже.]","One thing is to be a man of the people, quite another to be a country bumpkin, but apparently Gloria is into that type of men.",ps,negative_stereotypes_ethnic_slurs,941
BG1698,Bulgarian,селяндур,boor,noun,"Див, жесток, изостанал, нецивилизован човек.","A wild, cruel, backward, uncivilized person.",[Райна стана жертва на дивия селяндур Пламен Христов от с. Беломорци.;С този селяндур трябва да се занимава прокуратурата.],[Raina became a victim of the wild bumpkin Plamen Hristov from the village of Belomortsi.; The prosecution should deal with this bumpkin.],cds,derogatory_words,942
BG504,Bulgarian,селянин,boor,noun,"Див, жесток, изостанал, нецивилизован човек.","A wild, cruel, backward, uncivilized person.","[Гледа ли мача, селянино? Това е отбор от Б група на 12 -то място и играха по-добре от вас.]","Are you watching the match, country bumpkin? This is a team from B group in 12th place and they played better than you.",ps,negative_stereotypes_ethnic_slurs,943
BG504,Bulgarian,селянин,boor,noun,"Див, жесток, изостанал, нецивилизован човек.","A wild, cruel, backward, uncivilized person.","[Всъщност първият ми инструктур беше някакъв див селянин, голям нервак, аз с такива не мога да общувам, защото аз самият съм буре с барут, и става сблъсък между планета и метеорид.;А онзи селянин Митъо Пайнера се бие в гърдите колко е популярна тази музика.]","[Actually, my first instructor was some wild country bumpkin, a real hothead; I can't communicate with people like that because I myself am a powder keg, and it becomes a collision between a planet and a meteoroid. And that country bumpkin Mityo Paynera beats his chest about how popular this music is.]",cds,derogatory_words,944
BG2381,Bulgarian,скитник,wanderer,noun,"Човек, който се скита, странства, който не усяда на едно място.","A person who wanders, roams, who does not settle in one place.","[Повече от час Сали го беше убеждавала да напусне покоите си на Ривърсайд Драйв и да присъства на празненството в пансиона; а когато най-сетне се бе появил, носеше безупречно скроен смокинг; в сравнение с него останалите гости приличаха на скитници, облечени в дрипи.]","For more than an hour, Sally had been persuading him to leave his quarters on Riverside Drive and attend the party at the boarding house; and when he finally appeared, he was wearing a flawlessly tailored tuxedo; compared to him, the other guests looked like vagabonds dressed in rags.",is,words_related_to_social_and_economic_disadvantage,945
BG2105,Bulgarian,скотски,animalistic,adj,"Който е присъщ на животно – груб, неконтролиран от съзнанието.","Inherent to an animal – rough, uncontrolled by consciousness.","[„Хора, които са извършили огромен геноцид към българското общество, които са издевателствали над хората, докарали са ги до просешка тояга и скотски начин на живот – по какъв друг начин можем да ги наричаме, освен изверги“, изригна варненският бизнесмен.;Нека си погледнем скотския живот и още по-скотските заплати и пенсии, каквито има само в Сомалия и Судан.;Затова всеки, който е обезправен от този ред, който е осъден от него да се бори с нуждата и глада, който мрази своето скотско положение и желае да се избави от него, е наш приятел и брат.;Те си създадоха проблема с кучетата, те имат скотски навици, те си избират Фъндъкови кметици.]","“People who have committed a massive genocide against Bulgarian society, who have abused people, driven them to begging and a beastly way of life – how else can we call them but monsters,” erupted the businessman from Varna.;Let us look at our beastly life and even more beastly salaries and pensions, such as exist only in Somalia and Sudan.;Therefore, anyone who is disenfranchised by this order, who is condemned by it to struggle with need and hunger, who hates their beastly condition and wishes to escape it, is our friend and brother.;They created the problem with the dogs themselves, they have beastly habits, they choose Fundakova mayors.",an,animals,946
BG208,Bulgarian,скръндза,miser,noun,"Човек, на когото много се свиди да харчи или да дава.",A person who is very reluctant to spend or give.,"[Мамин Сашо се оказа голяма скръндза, любимата му плаща сметките по ресторантите.;Чист габровец е - от най-големите скръндзи и смешници!;Дъртият скръндза сигурно се е обърнал в гроба.]","[Mommy's Sasho turned out to be a big miser, his girlfriend pays the restaurant bills.; He's a true Gabrovo native - one of the biggest misers and clowns!; The old miser has probably turned in his grave.]",cds,derogatory_words,947
BG463,Bulgarian,скука,boredom,noun,"Психологическо състояние, в което даден индивид чувства липса на интерес и ангажираност, както и неспособност да се концентрира върху определена дейност.","A psychological state in which an individual feels a lack of interest and engagement, as well as an inability to concentrate on a specific activity.","[Проектът ти е пълна скука!;Ох, човек. Ти си страшна скука, най-голямата, която съм срещал досега!]","[Your project is completely boring!; Oh, man. You are terribly boring, the biggest I've ever encountered so far!]",qas,with_potential_negative_connotations,948
BG465,Bulgarian,скучен,boring,adj,"Който не привлича интереса, не задържа вниманието с качествата си, който педизвиква досада.","He who does not attract interest, does not hold attention with his qualities, who provokes boredom.","[Впоследствие обаче чета, кажи-речи, един и същи скучен текст, лишен от всякакво любопитство текст; текст, който единствено иска да ми се хареса.;Но тесният свят на Шер изведнъж се отваря, когато на хоризонта се появяват двама тотални Болдуина (сладури): единият е суперсекси съученик, а другият - нейният скучен, но симпатичен ""бивш доведен брат"".;Тръмп определи Байдън като ""най-скучния човек в света"".]","[However, subsequently I read, more or less, the same boring text, devoid of any curiosity; a text that only wants to please me.; But Sher's narrow world suddenly opens up when two total Baldwins (cuties) appear on the horizon: one is a super sexy classmate, and the other is her boring but likable ""ex stepbrother"".; Trump described Biden as ""the most boring man in the world"".]",qas,with_potential_negative_connotations,949
BG188,Bulgarian,скъперник,miser,noun,"Човек, на когото много се свиди да харчи или да дава.",A person who is very reluctant to spend or give.,"[После се обърна грубо към Уей: — Ти си един жалък скъперник!;Старият Генчо се проявява като голям скъперник и закостенял човек.;Пренебрегнатата Вихра за пореден път се нахвърли върху бившия си Иван Христов и го обвини, че е стиснат скъперник, който гледа само към циците на Ирина Сарачинова.]",[Then he turned rudely to Way: — You are a miserable miser!; Old Gencho shows himself to be a great miser and a stubborn man.; The neglected Vihra once again attacked her ex Ivan Hristov and accused him of being a stingy miser who only looks at Irina Sarachinova's breasts.],cds,derogatory_words,950
BG187,Bulgarian,скъперничество,stinginess,noun,"Качество на човек, на когото му се свиди да дава пари.",A quality of a person who is reluctant to give money.,"[Осветляваме триковете, с които мъжът прикрива своето скъперничество.;Стига се дотам, че охранителят му Марк Уолбърг, разгневен и уморен от борбата за живота на момчето, не сдържа думите си и изкрещява в лицето на великия Гети истината за скъперничеството и коравосърдечността му.;Джена и Наско Стоев-Канара изумиха със скъперничество.]","We shed light on the tricks the man uses to hide his stinginess.; It comes to the point where his bodyguard Mark Wahlberg, angry and tired from fighting for the boy's life, cannot hold back and shouts the truth about Getty's stinginess and hard-heartedness in his face.; Jena and Nasko Stoev-Kanara amazed with their stinginess.",cds,derogatory_words,951
BG613,Bulgarian,слабак,coward,noun,"Човек, който не проявява решителност или смелост.",A person who does not show determination or courage.,"[Тея слабаци, Франция, дето им преподавахме баскетбол миналата година, биха с 10 точки САЩ и ги изхвърлиха от Световното.;Но на онези слабаци, които изведнъж се отказват от битката, само защото не е на тяхното, не прощаваме.]","[Those weaklings, France, to whom we taught basketball last year, beat the USA by 10 points and knocked them out of the World Cup.; But to those weaklings who suddenly give up the fight just because it's not their way, we do not forgive.]",cds,derogatory_words,952
BG908,Bulgarian,слива,slut,noun,Жарг. Леко момиче.,Slang. A loose girl.,"[Майчето и Славун може да му лапат шпека на Борисов, а зад думите ""кюстендилската селска слива"" да не стои една отхвърлена жена от мъж, знае ли човек?;Тези кокошки са ясни, ама на мен ми е интересно как може да има такъв мъж, който да си дава кинтите за някаква миризлива слива.;Тая слива си мисли, че ще я черпим цяла вечер. Да, ама не!]","[Maycheto and Slavun might be sucking up to Borisov, but behind the words ""the Kyustendil village plum"" there might be a woman rejected by a man, who knows?; These chickens are obvious, but I'm curious how there can be a man who spends his money on some stinky plum.; That plum thinks we'll be treating her all night. Yeah, right!]",or,plants,953
BG1285,Bulgarian,слухтя,eavesdrop,verb,"Прен. Пренебр. Слушам внимателно, за да получа информация, за да правя донос и др.","Figurative. Colloq. I listen carefully to get information, to inform on someone, etc.","[Изет Мурадов си надписва извънреден труд, докато слухти бизнеса и личният живот на бизнесмени, политици и хора с влияние.;Разузнавателен самолет на САЩ ""слухти"" около границите на Крим.;Службите, вместо да слухтят кой какво говори, да почват да им разкриват тайните сметки и имоти, и да ги вкарват там, където им е мястото на разбойниците.;Неговият верен слуга, преблагородният Шехмет, слухти из всички улички и търси багдадския крадец, Лев Оболенски! И тук обаче не е минало без вълшебства...]","[Izet Muradov logs overtime while eavesdropping on the business and personal lives of businessmen, politicians, and influential people.;A U.S. reconnaissance plane is ""eavesdropping"" around the borders of Crimea.;Instead of eavesdropping on who says what, the services should start uncovering their secret accounts and properties and put them where the bandits belong.;His faithful servant, the most noble Shehmet, eavesdrops through all the alleys searching for the Baghdad thief, Lev Obolensky! And even here, it did not go without magic...]",qas,with_potential_negative_connotations,954
BG2108,Bulgarian,сляп,fool,adj,"Който не проявява разум, благоразумие, в който не се влага разум.","He who does not show reason, prudence, in whom no reason is invested.","[Всъщност опасно е и сляпото доверие към домашните стопанства на бабите по селата. Много от техните животни не са виждали ветеринар, бъкат от бацили (а токсините на някои бацили издържат на варене), понякога и от паразити.;Именно те след продължителни слепи дегустации определиха Flirt за един от световните лидери сред водките.;Време е да престанем да бъдем слепи роби на егоизма си, без да забелязваме накъде ни води той (въпреки че ние дори виждаме, че не е към благоденствие, не и към сигурен и безопасен живот).]","[In fact, blind trust in the home farms of grandmothers in the villages is also dangerous. Many of their animals have never seen a veterinarian, are teeming with germs (and the toxins of some germs withstand boiling), sometimes even parasites.;It was precisely they who, after prolonged blind tastings, determined Flirt as one of the world leaders among vodkas.;It is time to stop being blind slaves to our selfishness, without noticing where it leads us (even though we can see that it is not towards prosperity, nor towards a secure and safe life).]",ddf,physical_disabilities_and_diversity,955
